word,translation,pos,category,level,frequency,source
college,学院,noun,oxford_c_words,4,90,Oxford_3000
color,颜色,noun,oxford_c_words,3,95,Oxford_3000
colored,有色的,adjective,oxford_c_words,4,75,Oxford_3000
column,专栏,noun,oxford_c_words,5,80,Oxford_3000
combination,结合,noun,oxford_c_words,5,80,Oxford_3000
combine,结合,verb,oxford_c_words,4,85,Oxford_3000
come,来,verb,oxford_c_words,2,99,Oxford_3000
comedy,喜剧,noun,oxford_c_words,5,80,Oxford_3000
comfort,安慰,noun,oxford_c_words,4,85,Oxford_3000
comfortable,舒适的,adjective,oxford_c_words,4,90,Oxford_3000
command,命令,noun,oxford_c_words,4,85,Oxford_3000
comment,评论,noun,oxford_c_words,4,90,Oxford_3000
commercial,商业的,adjective,oxford_c_words,5,85,Oxford_3000
commission,委员会,noun,oxford_c_words,6,80,Oxford_3000
commit,承诺,verb,oxford_c_words,5,85,Oxford_3000
commitment,承诺,noun,oxford_c_words,5,85,Oxford_3000
committee,委员会,noun,oxford_c_words,5,80,Oxford_3000
common,常见的,adjective,oxford_c_words,3,95,Oxford_3000
commonly,通常,adverb,oxford_c_words,4,85,Oxford_3000
communicate,交流,verb,oxford_c_words,4,90,Oxford_3000
communication,交流,noun,oxford_c_words,4,90,Oxford_3000
community,社区,noun,oxford_c_words,4,90,Oxford_3000
company,公司,noun,oxford_c_words,3,98,Oxford_3000
compare,比较,verb,oxford_c_words,4,90,Oxford_3000
comparison,比较,noun,oxford_c_words,5,85,Oxford_3000
compete,竞争,verb,oxford_c_words,4,85,Oxford_3000
competition,竞争,noun,oxford_c_words,4,90,Oxford_3000
competitive,竞争的,adjective,oxford_c_words,5,80,Oxford_3000
complain,抱怨,verb,oxford_c_words,4,85,Oxford_3000
complaint,投诉,noun,oxford_c_words,5,80,Oxford_3000
complete,完成,verb,oxford_c_words,4,90,Oxford_3000
completely,完全,adverb,oxford_c_words,4,90,Oxford_3000
complex,复杂的,adjective,oxford_c_words,5,90,Oxford_3000
complicated,复杂的,adjective,oxford_c_words,5,80,Oxford_3000
component,组件,noun,oxford_c_words,5,80,Oxford_3000
comprehensive,全面的,adjective,oxford_c_words,6,80,Oxford_3000
computer,计算机,noun,oxford_c_words,3,98,Oxford_3000
concentrate,集中,verb,oxford_c_words,5,85,Oxford_3000
concept,概念,noun,oxford_c_words,5,90,Oxford_3000
concern,关心,noun,oxford_c_words,4,90,Oxford_3000
concerned,关心的,adjective,oxford_c_words,4,85,Oxford_3000
concert,音乐会,noun,oxford_c_words,4,80,Oxford_3000
conclude,总结,verb,oxford_c_words,5,85,Oxford_3000
conclusion,结论,noun,oxford_c_words,5,85,Oxford_3000
condition,条件,noun,oxford_c_words,4,95,Oxford_3000
conduct,进行,verb,oxford_c_words,5,90,Oxford_3000
conference,会议,noun,oxford_c_words,5,90,Oxford_3000
confidence,信心,noun,oxford_c_words,4,85,Oxford_3000
confident,自信的,adjective,oxford_c_words,4,85,Oxford_3000
confirm,确认,verb,oxford_c_words,5,85,Oxford_3000
conflict,冲突,noun,oxford_c_words,5,90,Oxford_3000
confused,困惑的,adjective,oxford_c_words,4,85,Oxford_3000
confusing,令人困惑的,adjective,oxford_c_words,4,80,Oxford_3000
connection,连接,noun,oxford_c_words,4,90,Oxford_3000
conscious,有意识的,adjective,oxford_c_words,5,80,Oxford_3000
consequence,后果,noun,oxford_c_words,5,85,Oxford_3000
consider,考虑,verb,oxford_c_words,3,95,Oxford_3000
considerable,相当大的,adjective,oxford_c_words,5,80,Oxford_3000
considerably,相当,adverb,oxford_c_words,5,75,Oxford_3000
consideration,考虑,noun,oxford_c_words,5,85,Oxford_3000
consistent,一致的,adjective,oxford_c_words,5,80,Oxford_3000
constant,持续的,adjective,oxford_c_words,5,85,Oxford_3000
constantly,不断地,adverb,oxford_c_words,5,80,Oxford_3000
construct,构建,verb,oxford_c_words,5,80,Oxford_3000
construction,建造,noun,oxford_c_words,5,85,Oxford_3000
consume,消费,verb,oxford_c_words,5,85,Oxford_3000
consumer,消费者,noun,oxford_c_words,5,90,Oxford_3000
contact,联系,noun,oxford_c_words,4,90,Oxford_3000
contain,包含,verb,oxford_c_words,4,90,Oxford_3000
container,容器,noun,oxford_c_words,4,80,Oxford_3000
contemporary,当代的,adjective,oxford_c_words,5,80,Oxford_3000
content,内容,noun,oxford_c_words,4,90,Oxford_3000
contest,比赛,noun,oxford_c_words,5,75,Oxford_3000
context,上下文,noun,oxford_c_words,5,90,Oxford_3000
continent,大陆,noun,oxford_c_words,5,80,Oxford_3000
continue,继续,verb,oxford_c_words,3,95,Oxford_3000
continuous,连续的,adjective,oxford_c_words,5,80,Oxford_3000
contract,合同,noun,oxford_c_words,5,90,Oxford_3000
contrast,对比,noun,oxford_c_words,5,85,Oxford_3000
contribute,贡献,verb,oxford_c_words,5,85,Oxford_3000
contribution,贡献,noun,oxford_c_words,5,80,Oxford_3000
control,控制,noun,oxford_c_words,4,95,Oxford_3000
controlled,受控的,adjective,oxford_c_words,5,75,Oxford_3000
controversial,有争议的,adjective,oxford_c_words,6,80,Oxford_3000
convention,惯例,noun,oxford_c_words,5,80,Oxford_3000
conventional,传统的,adjective,oxford_c_words,5,80,Oxford_3000
conversation,对话,noun,oxford_c_words,4,90,Oxford_3000
convert,转换,verb,oxford_c_words,5,80,Oxford_3000
convince,说服,verb,oxford_c_words,4,85,Oxford_3000
convincing,令人信服的,adjective,oxford_c_words,5,75,Oxford_3000
cook,烹饪,verb,oxford_c_words,3,95,Oxford_3000
cooking,烹饪,noun,oxford_c_words,4,85,Oxford_3000
cool,凉爽的,adjective,oxford_c_words,3,95,Oxford_3000
copy,复制,noun,oxford_c_words,4,90,Oxford_3000
core,核心,noun,oxford_c_words,5,85,Oxford_3000
corn,玉米,noun,oxford_c_words,4,75,Oxford_3000
corner,角落,noun,oxford_c_words,3,95,Oxford_3000
correct,正确的,adjective,oxford_c_words,3,95,Oxford_3000
correctly,正确地,adverb,oxford_c_words,4,85,Oxford_3000
cost,成本,noun,oxford_c_words,3,95,Oxford_3000
cottage,小屋,noun,oxford_c_words,4,75,Oxford_3000
cotton,棉花,noun,oxford_c_words,4,75,Oxford_3000
could,能,modal verb,oxford_c_words,3,98,Oxford_3000
council,委员会,noun,oxford_c_words,5,85,Oxford_3000
count,数,verb,oxford_c_words,3,95,Oxford_3000
counter,柜台,noun,oxford_c_words,4,85,Oxford_3000
country,国家,noun,oxford_c_words,3,98,Oxford_3000
countryside,农村,noun,oxford_c_words,4,80,Oxford_3000
county,县,noun,oxford_c_words,5,75,Oxford_3000
couple,一对,noun,oxford_c_words,4,90,Oxford_3000
courage,勇气,noun,oxford_c_words,4,80,Oxford_3000
course,课程,noun,oxford_c_words,3,98,Oxford_3000
court,法庭,noun,oxford_c_words,4,90,Oxford_3000
cousin,堂兄,noun,oxford_c_words,4,85,Oxford_3000
cover,覆盖,verb,oxford_c_words,3,95,Oxford_3000
covered,覆盖的,adjective,oxford_c_words,4,80,Oxford_3000
cow,奶牛,noun,oxford_c_words,3,90,Oxford_3000
crash,碰撞,verb,oxford_c_words,5,80,Oxford_3000
crazy,疯狂的,adjective,oxford_c_words,4,85,Oxford_3000
cream,奶油,noun,oxford_c_words,4,80,Oxford_3000
create,创造,verb,oxford_c_words,4,95,Oxford_3000
creation,创造,noun,oxford_c_words,5,80,Oxford_3000
creative,有创造力的,adjective,oxford_c_words,5,85,Oxford_3000
creature,生物,noun,oxford_c_words,4,80,Oxford_3000
credit,信用,noun,oxford_c_words,5,90,Oxford_3000
crew,船员,noun,oxford_c_words,5,80,Oxford_3000
crime,犯罪,noun,oxford_c_words,4,90,Oxford_3000
criminal,犯罪的,adjective,oxford_c_words,5,85,Oxford_3000
crisis,危机,noun,oxford_c_words,5,85,Oxford_3000
criterion,标准,noun,oxford_c_words,6,75,Oxford_3000
critic,评论家,noun,oxford_c_words,5,80,Oxford_3000
critical,批评的,adjective,oxford_c_words,5,85,Oxford_3000
criticism,批评,noun,oxford_c_words,5,85,Oxford_3000
criticize,批评,verb,oxford_c_words,5,80,Oxford_3000
crop,作物,noun,oxford_c_words,4,80,Oxford_3000
cross,穿过,verb,oxford_c_words,4,90,Oxford_3000
crowd,人群,noun,oxford_c_words,4,85,Oxford_3000
crucial,关键的,adjective,oxford_c_words,6,80,Oxford_3000
cruel,残忍的,adjective,oxford_c_words,4,80,Oxford_3000
cry,哭,verb,oxford_c_words,3,95,Oxford_3000
cultural,文化的,adjective,oxford_c_words,5,85,Oxford_3000
culture,文化,noun,oxford_c_words,4,95,Oxford_3000
cup,杯子,noun,oxford_c_words,3,95,Oxford_3000
cupboard,橱柜,noun,oxford_c_words,4,75,Oxford_3000
cure,治愈,verb,oxford_c_words,5,75,Oxford_3000
curious,好奇的,adjective,oxford_c_words,4,85,Oxford_3000
curiously,好奇地,adverb,oxford_c_words,5,75,Oxford_3000
currency,货币,noun,oxford_c_words,5,80,Oxford_3000
current,当前的,adjective,oxford_c_words,4,95,Oxford_3000
currently,目前,adverb,oxford_c_words,4,90,Oxford_3000
curtain,窗帘,noun,oxford_c_words,4,80,Oxford_3000
curve,曲线,noun,oxford_c_words,5,80,Oxford_3000
custom,习俗,noun,oxford_c_words,5,85,Oxford_3000
customer,顾客,noun,oxford_c_words,4,95,Oxford_3000
cut,切,verb,oxford_c_words,3,95,Oxford_3000
cycle,循环,noun,oxford_c_words,5,85,Oxford_3000
