word,translation,pos,category,level,frequency,source
belt,腰带,noun,oxford_b_words,4,75,Oxford_3000
bend,弯曲,verb,oxford_b_words,4,80,Oxford_3000
benefit,益处,noun,oxford_b_words,4,90,Oxford_3000
beside,在旁边,preposition,oxford_b_words,4,80,Oxford_3000
best,最好的,adjective,oxford_b_words,3,95,Oxford_3000
bet,打赌,verb,oxford_b_words,4,75,Oxford_3000
better,更好的,adjective,oxford_b_words,3,95,Oxford_3000
between,在...之间,preposition,oxford_b_words,3,95,Oxford_3000
beyond,超过,preposition,oxford_b_words,4,85,Oxford_3000
big,大的,adjective,oxford_b_words,2,98,Oxford_3000
bike,自行车,noun,oxford_b_words,3,90,Oxford_3000
bill,账单,noun,oxford_b_words,4,85,Oxford_3000
billion,十亿,number,oxford_b_words,4,85,Oxford_3000
bin,垃圾箱,noun,oxford_b_words,4,75,Oxford_3000
bird,鸟,noun,oxford_b_words,3,95,Oxford_3000
birth,出生,noun,oxford_b_words,4,85,Oxford_3000
birthday,生日,noun,oxford_b_words,3,90,Oxford_3000
biscuit,饼干,noun,oxford_b_words,4,70,Oxford_3000
bit,一点,noun,oxford_b_words,3,95,Oxford_3000
bite,咬,verb,oxford_b_words,4,80,Oxford_3000
bitter,苦的,adjective,oxford_b_words,4,80,Oxford_3000
black,黑色的,adjective,oxford_b_words,3,95,Oxford_3000
blame,责备,verb,oxford_b_words,4,85,Oxford_3000
blank,空白的,adjective,oxford_b_words,4,75,Oxford_3000
blind,盲的,adjective,oxford_b_words,4,80,Oxford_3000
block,街区,noun,oxford_b_words,4,85,Oxford_3000
blonde,金发,adjective,oxford_b_words,4,75,Oxford_3000
blood,血,noun,oxford_b_words,4,90,Oxford_3000
blow,吹,verb,oxford_b_words,4,85,Oxford_3000
blue,蓝色的,adjective,oxford_b_words,3,95,Oxford_3000
board,板,noun,oxford_b_words,4,90,Oxford_3000
boat,船,noun,oxford_b_words,3,95,Oxford_3000
body,身体,noun,oxford_b_words,3,95,Oxford_3000
boil,沸腾,verb,oxford_b_words,4,80,Oxford_3000
bomb,炸弹,noun,oxford_b_words,5,80,Oxford_3000
bone,骨头,noun,oxford_b_words,4,80,Oxford_3000
book,书,noun,oxford_b_words,3,98,Oxford_3000
boot,靴子,noun,oxford_b_words,4,80,Oxford_3000
border,边界,noun,oxford_b_words,5,80,Oxford_3000
bore,使厌烦,verb,oxford_b_words,4,85,Oxford_3000
boring,无聊的,adjective,oxford_b_words,4,85,Oxford_3000
born,出生的,adjective,oxford_b_words,4,85,Oxford_3000
borrow,借,verb,oxford_b_words,4,85,Oxford_3000
boss,老板,noun,oxford_b_words,4,85,Oxford_3000
both,两者都,determiner,oxford_b_words,3,95,Oxford_3000
bother,打扰,verb,oxford_b_words,4,85,Oxford_3000
bottle,瓶子,noun,oxford_b_words,3,95,Oxford_3000
bottom,底部,noun,oxford_b_words,4,85,Oxford_3000
bowl,碗,noun,oxford_b_words,4,80,Oxford_3000
box,盒子,noun,oxford_b_words,3,95,Oxford_3000
boy,男孩,noun,oxford_b_words,3,95,Oxford_3000
brain,大脑,noun,oxford_b_words,4,90,Oxford_3000
branch,分支,noun,oxford_b_words,4,85,Oxford_3000
brand,品牌,noun,oxford_b_words,5,80,Oxford_3000
brave,勇敢的,adjective,oxford_b_words,4,80,Oxford_3000
bread,面包,noun,oxford_b_words,3,95,Oxford_3000
break,打破,verb,oxford_b_words,3,95,Oxford_3000
breakfast,早餐,noun,oxford_b_words,3,90,Oxford_3000
breast,乳房,noun,oxford_b_words,4,75,Oxford_3000
breath,呼吸,noun,oxford_b_words,4,85,Oxford_3000
breathe,呼吸,verb,oxford_b_words,4,85,Oxford_3000
brick,砖,noun,oxford_b_words,4,75,Oxford_3000
bridge,桥,noun,oxford_b_words,4,85,Oxford_3000
brief,简短的,adjective,oxford_b_words,4,85,Oxford_3000
bright,明亮的,adjective,oxford_b_words,4,85,Oxford_3000
brilliant,杰出的,adjective,oxford_b_words,5,80,Oxford_3000
bring,带来,verb,oxford_b_words,3,95,Oxford_3000
broad,宽阔的,adjective,oxford_b_words,4,80,Oxford_3000
broadcast,广播,verb,oxford_b_words,5,75,Oxford_3000
brother,兄弟,noun,oxford_b_words,3,95,Oxford_3000
brown,棕色的,adjective,oxford_b_words,3,90,Oxford_3000
brush,刷子,noun,oxford_b_words,4,80,Oxford_3000
budget,预算,noun,oxford_b_words,5,80,Oxford_3000
build,建造,verb,oxford_b_words,3,95,Oxford_3000
building,建筑物,noun,oxford_b_words,3,95,Oxford_3000
bullet,子弹,noun,oxford_b_words,5,75,Oxford_3000
bunch,束,noun,oxford_b_words,4,75,Oxford_3000
burn,燃烧,verb,oxford_b_words,4,85,Oxford_3000
burst,爆发,verb,oxford_b_words,5,75,Oxford_3000
bus,公共汽车,noun,oxford_b_words,3,95,Oxford_3000
bush,灌木,noun,oxford_b_words,4,75,Oxford_3000
business,商业,noun,oxford_b_words,4,95,Oxford_3000
busy,忙碌的,adjective,oxford_b_words,3,90,Oxford_3000
but,但是,conjunction,oxford_b_words,2,99,Oxford_3000
butter,黄油,noun,oxford_b_words,4,80,Oxford_3000
button,按钮,noun,oxford_b_words,4,80,Oxford_3000
buy,买,verb,oxford_b_words,2,98,Oxford_3000
by,通过,preposition,oxford_b_words,2,99,Oxford_3000
bye,再见,exclamation,oxford_b_words,3,95,Oxford_3000
cabinet,内阁,noun,oxford_c_words,6,75,Oxford_3000
cable,电缆,noun,oxford_c_words,5,75,Oxford_3000
cake,蛋糕,noun,oxford_c_words,3,90,Oxford_3000
calculate,计算,verb,oxford_c_words,5,80,Oxford_3000
call,打电话,verb,oxford_c_words,3,98,Oxford_3000
calm,平静的,adjective,oxford_c_words,4,80,Oxford_3000
camera,相机,noun,oxford_c_words,4,90,Oxford_3000
camp,营地,noun,oxford_c_words,4,85,Oxford_3000
campaign,活动,noun,oxford_c_words,5,85,Oxford_3000
can,能,modal verb,oxford_c_words,2,99,Oxford_3000
cancel,取消,verb,oxford_c_words,4,85,Oxford_3000
cancer,癌症,noun,oxford_c_words,5,80,Oxford_3000
candidate,候选人,noun,oxford_c_words,5,85,Oxford_3000
candle,蜡烛,noun,oxford_c_words,4,75,Oxford_3000
candy,糖果,noun,oxford_c_words,4,70,Oxford_3000
cap,帽子,noun,oxford_c_words,4,80,Oxford_3000
capable,有能力的,adjective,oxford_c_words,5,80,Oxford_3000
capacity,容量,noun,oxford_c_words,5,80,Oxford_3000
capital,首都,noun,oxford_c_words,4,90,Oxford_3000
captain,船长,noun,oxford_c_words,4,85,Oxford_3000
capture,捕获,verb,oxford_c_words,5,80,Oxford_3000
car,汽车,noun,oxford_c_words,3,98,Oxford_3000
card,卡片,noun,oxford_c_words,3,95,Oxford_3000
care,关心,noun,oxford_c_words,3,95,Oxford_3000
career,职业,noun,oxford_c_words,4,90,Oxford_3000
careful,小心的,adjective,oxford_c_words,4,90,Oxford_3000
carefully,小心地,adverb,oxford_c_words,4,85,Oxford_3000
careless,粗心的,adjective,oxford_c_words,4,80,Oxford_3000
carpet,地毯,noun,oxford_c_words,4,80,Oxford_3000
carrot,胡萝卜,noun,oxford_c_words,4,75,Oxford_3000
carry,携带,verb,oxford_c_words,3,95,Oxford_3000
case,案例,noun,oxford_c_words,4,95,Oxford_3000
cash,现金,noun,oxford_c_words,4,85,Oxford_3000
cast,投,verb,oxford_c_words,4,80,Oxford_3000
cat,猫,noun,oxford_c_words,3,95,Oxford_3000
catch,抓住,verb,oxford_c_words,3,95,Oxford_3000
category,类别,noun,oxford_c_words,5,80,Oxford_3000
cause,原因,noun,oxford_c_words,4,90,Oxford_3000
cease,停止,verb,oxford_c_words,5,75,Oxford_3000
ceiling,天花板,noun,oxford_c_words,4,80,Oxford_3000
celebrate,庆祝,verb,oxford_c_words,4,85,Oxford_3000
celebration,庆祝,noun,oxford_c_words,4,80,Oxford_3000
cell,细胞,noun,oxford_c_words,5,85,Oxford_3000
cent,分,noun,oxford_c_words,3,90,Oxford_3000
center,中心,noun,oxford_c_words,4,90,Oxford_3000
century,世纪,noun,oxford_c_words,4,90,Oxford_3000
ceremony,仪式,noun,oxford_c_words,5,80,Oxford_3000
certain,确定的,adjective,oxford_c_words,4,90,Oxford_3000
certainly,当然,adverb,oxford_c_words,4,85,Oxford_3000
chain,链,noun,oxford_c_words,4,85,Oxford_3000
chair,椅子,noun,oxford_c_words,3,95,Oxford_3000
chairman,主席,noun,oxford_c_words,5,80,Oxford_3000
challenge,挑战,noun,oxford_c_words,5,90,Oxford_3000
champion,冠军,noun,oxford_c_words,5,80,Oxford_3000
chance,机会,noun,oxford_c_words,3,95,Oxford_3000
change,改变,verb,oxford_c_words,3,98,Oxford_3000
channel,频道,noun,oxford_c_words,5,85,Oxford_3000
chapter,章节,noun,oxford_c_words,5,85,Oxford_3000
character,性格,noun,oxford_c_words,4,90,Oxford_3000
characteristic,特征,noun,oxford_c_words,5,80,Oxford_3000
charge,收费,noun,oxford_c_words,4,90,Oxford_3000
charity,慈善,noun,oxford_c_words,5,80,Oxford_3000
chart,图表,noun,oxford_c_words,5,85,Oxford_3000
chase,追逐,verb,oxford_c_words,4,80,Oxford_3000
cheap,便宜的,adjective,oxford_c_words,4,90,Oxford_3000
cheat,欺骗,verb,oxford_c_words,4,80,Oxford_3000
check,检查,verb,oxford_c_words,3,95,Oxford_3000
cheek,脸颊,noun,oxford_c_words,4,75,Oxford_3000
cheerful,愉快的,adjective,oxford_c_words,4,80,Oxford_3000
cheese,奶酪,noun,oxford_c_words,4,85,Oxford_3000
chef,厨师,noun,oxford_c_words,5,75,Oxford_3000
chemical,化学的,adjective,oxford_c_words,5,85,Oxford_3000
chest,胸部,noun,oxford_c_words,4,80,Oxford_3000
chicken,鸡,noun,oxford_c_words,3,90,Oxford_3000
chief,主要的,adjective,oxford_c_words,5,80,Oxford_3000
child,孩子,noun,oxford_c_words,3,98,Oxford_3000
childhood,童年,noun,oxford_c_words,4,80,Oxford_3000
chip,芯片,noun,oxford_c_words,4,85,Oxford_3000
chocolate,巧克力,noun,oxford_c_words,4,85,Oxford_3000
choice,选择,noun,oxford_c_words,4,90,Oxford_3000
choose,选择,verb,oxford_c_words,3,95,Oxford_3000
chop,砍,verb,oxford_c_words,4,75,Oxford_3000
church,教堂,noun,oxford_c_words,4,85,Oxford_3000
cigarette,香烟,noun,oxford_c_words,5,80,Oxford_3000
cinema,电影院,noun,oxford_c_words,4,80,Oxford_3000
circle,圆,noun,oxford_c_words,4,85,Oxford_3000
circumstance,环境,noun,oxford_c_words,5,85,Oxford_3000
citizen,公民,noun,oxford_c_words,5,85,Oxford_3000
city,城市,noun,oxford_c_words,3,95,Oxford_3000
civil,公民的,adjective,oxford_c_words,5,85,Oxford_3000
claim,声称,verb,oxford_c_words,4,90,Oxford_3000
class,班级,noun,oxford_c_words,3,95,Oxford_3000
classic,经典的,adjective,oxford_c_words,5,80,Oxford_3000
classical,古典的,adjective,oxford_c_words,5,80,Oxford_3000
classify,分类,verb,oxford_c_words,5,75,Oxford_3000
classroom,教室,noun,oxford_c_words,4,90,Oxford_3000
clay,粘土,noun,oxford_c_words,5,65,Oxford_3000
clean,干净的,adjective,oxford_c_words,3,95,Oxford_3000
clear,清楚的,adjective,oxford_c_words,3,95,Oxford_3000
clearly,清楚地,adverb,oxford_c_words,4,90,Oxford_3000
clerk,职员,noun,oxford_c_words,4,80,Oxford_3000
clever,聪明的,adjective,oxford_c_words,4,85,Oxford_3000
click,点击,verb,oxford_c_words,4,85,Oxford_3000
client,客户,noun,oxford_c_words,5,85,Oxford_3000
climate,气候,noun,oxford_c_words,5,90,Oxford_3000
climb,爬,verb,oxford_c_words,4,90,Oxford_3000
clinic,诊所,noun,oxford_c_words,5,80,Oxford_3000
clock,时钟,noun,oxford_c_words,3,95,Oxford_3000
close,关闭,verb,oxford_c_words,3,95,Oxford_3000
closed,关闭的,adjective,oxford_c_words,4,85,Oxford_3000
closely,紧密地,adverb,oxford_c_words,4,85,Oxford_3000
cloth,布,noun,oxford_c_words,4,80,Oxford_3000
clothes,衣服,noun,oxford_c_words,3,95,Oxford_3000
clothing,服装,noun,oxford_c_words,4,85,Oxford_3000
cloud,云,noun,oxford_c_words,3,90,Oxford_3000
club,俱乐部,noun,oxford_c_words,3,95,Oxford_3000
clue,线索,noun,oxford_c_words,4,80,Oxford_3000
coach,教练,noun,oxford_c_words,4,85,Oxford_3000
coal,煤,noun,oxford_c_words,4,80,Oxford_3000
coast,海岸,noun,oxford_c_words,4,85,Oxford_3000
coat,外套,noun,oxford_c_words,3,95,Oxford_3000
code,代码,noun,oxford_c_words,5,85,Oxford_3000
coffee,咖啡,noun,oxford_c_words,3,95,Oxford_3000
coin,硬币,noun,oxford_c_words,3,90,Oxford_3000
cold,冷的,adjective,oxford_c_words,3,95,Oxford_3000
collapse,倒塌,verb,oxford_c_words,5,80,Oxford_3000
colleague,同事,noun,oxford_c_words,5,85,Oxford_3000
collect,收集,verb,oxford_c_words,4,90,Oxford_3000
collection,收集,noun,oxford_c_words,4,85,Oxford_3000
college,学院,noun,oxford_c_words,4,90,Oxford_3000
color,颜色,noun,oxford_c_words,3,95,Oxford_3000
colored,有色的,adjective,oxford_c_words,4,75,Oxford_3000
column,专栏,noun,oxford_c_words,5,80,Oxford_3000
combination,结合,noun,oxford_c_words,5,80,Oxford_3000
combine,结合,verb,oxford_c_words,4,85,Oxford_3000
come,来,verb,oxford_c_words,2,99,Oxford_3000
comedy,喜剧,noun,oxford_c_words,5,80,Oxford_3000
comfort,安慰,noun,oxford_c_words,4,85,Oxford_3000
comfortable,舒适的,adjective,oxford_c_words,4,90,Oxford_3000
command,命令,noun,oxford_c_words,4,85,Oxford_3000
comment,评论,noun,oxford_c_words,4,90,Oxford_3000
commercial,商业的,adjective,oxford_c_words,5,85,Oxford_3000
commission,委员会,noun,oxford_c_words,6,80,Oxford_3000
commit,承诺,verb,oxford_c_words,5,85,Oxford_3000
commitment,承诺,noun,oxford_c_words,5,85,Oxford_3000
committee,委员会,noun,oxford_c_words,5,80,Oxford_3000
common,常见的,adjective,oxford_c_words,3,95,Oxford_3000
commonly,通常,adverb,oxford_c_words,4,85,Oxford_3000
communicate,交流,verb,oxford_c_words,4,90,Oxford_3000
communication,交流,noun,oxford_c_words,4,90,Oxford_3000
community,社区,noun,oxford_c_words,4,90,Oxford_3000
company,公司,noun,oxford_c_words,3,98,Oxford_3000
compare,比较,verb,oxford_c_words,4,90,Oxford_3000
comparison,比较,noun,oxford_c_words,5,85,Oxford_3000
compete,竞争,verb,oxford_c_words,4,85,Oxford_3000
competition,竞争,noun,oxford_c_words,4,90,Oxford_3000
competitive,竞争的,adjective,oxford_c_words,5,80,Oxford_3000
complain,抱怨,verb,oxford_c_words,4,85,Oxford_3000
complaint,投诉,noun,oxford_c_words,5,80,Oxford_3000
complete,完成,verb,oxford_c_words,4,90,Oxford_3000
completely,完全,adverb,oxford_c_words,4,90,Oxford_3000
complex,复杂的,adjective,oxford_c_words,5,90,Oxford_3000
complicated,复杂的,adjective,oxford_c_words,5,80,Oxford_3000
component,组件,noun,oxford_c_words,5,80,Oxford_3000
comprehensive,全面的,adjective,oxford_c_words,6,80,Oxford_3000
computer,计算机,noun,oxford_c_words,3,98,Oxford_3000
concentrate,集中,verb,oxford_c_words,5,85,Oxford_3000
concept,概念,noun,oxford_c_words,5,90,Oxford_3000
concern,关心,noun,oxford_c_words,4,90,Oxford_3000
concerned,关心的,adjective,oxford_c_words,4,85,Oxford_3000
concert,音乐会,noun,oxford_c_words,4,80,Oxford_3000
conclude,总结,verb,oxford_c_words,5,85,Oxford_3000
conclusion,结论,noun,oxford_c_words,5,85,Oxford_3000
condition,条件,noun,oxford_c_words,4,95,Oxford_3000
conduct,进行,verb,oxford_c_words,5,90,Oxford_3000
conference,会议,noun,oxford_c_words,5,90,Oxford_3000
confidence,信心,noun,oxford_c_words,4,85,Oxford_3000
confident,自信的,adjective,oxford_c_words,4,85,Oxford_3000
confirm,确认,verb,oxford_c_words,5,85,Oxford_3000
conflict,冲突,noun,oxford_c_words,5,90,Oxford_3000
confused,困惑的,adjective,oxford_c_words,4,85,Oxford_3000
confusing,令人困惑的,adjective,oxford_c_words,4,80,Oxford_3000
connection,连接,noun,oxford_c_words,4,90,Oxford_3000
conscious,有意识的,adjective,oxford_c_words,5,80,Oxford_3000
consequence,后果,noun,oxford_c_words,5,85,Oxford_3000
consider,考虑,verb,oxford_c_words,3,95,Oxford_3000
considerable,相当大的,adjective,oxford_c_words,5,80,Oxford_3000
considerably,相当,adverb,oxford_c_words,5,75,Oxford_3000
consideration,考虑,noun,oxford_c_words,5,85,Oxford_3000
constant,持续的,adjective,oxford_c_words,5,85,Oxford_3000
constantly,不断地,adverb,oxford_c_words,5,80,Oxford_3000
construct,构建,verb,oxford_c_words,5,80,Oxford_3000
construction,建造,noun,oxford_c_words,5,85,Oxford_3000
consume,消费,verb,oxford_c_words,5,85,Oxford_3000
consumer,消费者,noun,oxford_c_words,5,90,Oxford_3000
contact,联系,noun,oxford_c_words,4,90,Oxford_3000
contain,包含,verb,oxford_c_words,4,90,Oxford_3000
container,容器,noun,oxford_c_words,4,80,Oxford_3000
contemporary,当代的,adjective,oxford_c_words,5,80,Oxford_3000
content,内容,noun,oxford_c_words,4,90,Oxford_3000
contest,比赛,noun,oxford_c_words,5,75,Oxford_3000
context,上下文,noun,oxford_c_words,5,90,Oxford_3000
continent,大陆,noun,oxford_c_words,5,80,Oxford_3000
continue,继续,verb,oxford_c_words,3,95,Oxford_3000
continuous,连续的,adjective,oxford_c_words,5,80,Oxford_3000
contract,合同,noun,oxford_c_words,5,90,Oxford_3000
contrast,对比,noun,oxford_c_words,5,85,Oxford_3000
contribute,贡献,verb,oxford_c_words,5,85,Oxford_3000
contribution,贡献,noun,oxford_c_words,5,80,Oxford_3000
control,控制,noun,oxford_c_words,4,95,Oxford_3000
controlled,受控的,adjective,oxford_c_words,5,75,Oxford_3000
controversial,有争议的,adjective,oxford_c_words,6,80,Oxford_3000
convention,惯例,noun,oxford_c_words,5,80,Oxford_3000
conventional,传统的,adjective,oxford_c_words,5,80,Oxford_3000
conversation,对话,noun,oxford_c_words,4,90,Oxford_3000
convert,转换,verb,oxford_c_words,5,80,Oxford_3000
convince,说服,verb,oxford_c_words,4,85,Oxford_3000
convincing,令人信服的,adjective,oxford_c_words,5,75,Oxford_3000
cook,烹饪,verb,oxford_c_words,3,95,Oxford_3000
cooking,烹饪,noun,oxford_c_words,4,85,Oxford_3000
cool,凉爽的,adjective,oxford_c_words,3,95,Oxford_3000
copy,复制,noun,oxford_c_words,4,90,Oxford_3000
core,核心,noun,oxford_c_words,5,85,Oxford_3000
corn,玉米,noun,oxford_c_words,4,75,Oxford_3000
corner,角落,noun,oxford_c_words,3,95,Oxford_3000
correct,正确的,adjective,oxford_c_words,3,95,Oxford_3000
correctly,正确地,adverb,oxford_c_words,4,85,Oxford_3000
cost,成本,noun,oxford_c_words,3,95,Oxford_3000
cottage,小屋,noun,oxford_c_words,4,75,Oxford_3000
cotton,棉花,noun,oxford_c_words,4,75,Oxford_3000
could,能,modal verb,oxford_c_words,3,98,Oxford_3000
council,委员会,noun,oxford_c_words,5,85,Oxford_3000
count,数,verb,oxford_c_words,3,95,Oxford_3000
counter,柜台,noun,oxford_c_words,4,85,Oxford_3000
country,国家,noun,oxford_c_words,3,98,Oxford_3000
countryside,农村,noun,oxford_c_words,4,80,Oxford_3000
county,县,noun,oxford_c_words,5,75,Oxford_3000
couple,一对,noun,oxford_c_words,4,90,Oxford_3000
courage,勇气,noun,oxford_c_words,4,80,Oxford_3000
course,课程,noun,oxford_c_words,3,98,Oxford_3000
court,法庭,noun,oxford_c_words,4,90,Oxford_3000
cousin,堂兄,noun,oxford_c_words,4,85,Oxford_3000
cover,覆盖,verb,oxford_c_words,3,95,Oxford_3000
covered,覆盖的,adjective,oxford_c_words,4,80,Oxford_3000
cow,奶牛,noun,oxford_c_words,3,90,Oxford_3000
crash,碰撞,verb,oxford_c_words,5,80,Oxford_3000
crazy,疯狂的,adjective,oxford_c_words,4,85,Oxford_3000
cream,奶油,noun,oxford_c_words,4,80,Oxford_3000
create,创造,verb,oxford_c_words,4,95,Oxford_3000
creature,生物,noun,oxford_c_words,4,80,Oxford_3000
credit,信用,noun,oxford_c_words,5,90,Oxford_3000
crew,船员,noun,oxford_c_words,5,80,Oxford_3000
crime,犯罪,noun,oxford_c_words,4,90,Oxford_3000
criminal,犯罪的,adjective,oxford_c_words,5,85,Oxford_3000
crisis,危机,noun,oxford_c_words,5,85,Oxford_3000
criterion,标准,noun,oxford_c_words,6,75,Oxford_3000
critic,评论家,noun,oxford_c_words,5,80,Oxford_3000
critical,批评的,adjective,oxford_c_words,5,85,Oxford_3000
criticism,批评,noun,oxford_c_words,5,85,Oxford_3000
criticize,批评,verb,oxford_c_words,5,80,Oxford_3000
crop,作物,noun,oxford_c_words,4,80,Oxford_3000
cross,穿过,verb,oxford_c_words,4,90,Oxford_3000
crowd,人群,noun,oxford_c_words,4,85,Oxford_3000
crucial,关键的,adjective,oxford_c_words,6,80,Oxford_3000
cruel,残忍的,adjective,oxford_c_words,4,80,Oxford_3000
cry,哭,verb,oxford_c_words,3,95,Oxford_3000
cultural,文化的,adjective,oxford_c_words,5,85,Oxford_3000
culture,文化,noun,oxford_c_words,4,95,Oxford_3000
cup,杯子,noun,oxford_c_words,3,95,Oxford_3000
cupboard,橱柜,noun,oxford_c_words,4,75,Oxford_3000
cure,治愈,verb,oxford_c_words,5,75,Oxford_3000
curious,好奇的,adjective,oxford_c_words,4,85,Oxford_3000
curiously,好奇地,adverb,oxford_c_words,5,75,Oxford_3000
currency,货币,noun,oxford_c_words,5,80,Oxford_3000
current,当前的,adjective,oxford_c_words,4,95,Oxford_3000
currently,目前,adverb,oxford_c_words,4,90,Oxford_3000
curtain,窗帘,noun,oxford_c_words,4,80,Oxford_3000
curve,曲线,noun,oxford_c_words,5,80,Oxford_3000
custom,习俗,noun,oxford_c_words,5,85,Oxford_3000
customer,顾客,noun,oxford_c_words,4,95,Oxford_3000
cut,切,verb,oxford_c_words,3,95,Oxford_3000
cycle,循环,noun,oxford_c_words,5,85,Oxford_3000
academic,学术的,adjective,ielts_education,6,90,IELTS_Core
academy,学院,noun,ielts_education,6,70,IELTS_Core
admission,入学,noun,ielts_education,6,80,IELTS_Core
assignment,作业,noun,ielts_education,5,90,IELTS_Core
attendance,出勤,noun,ielts_education,6,75,IELTS_Core
auditorium,礼堂,noun,ielts_education,7,60,IELTS_Core
bachelor,学士,noun,ielts_education,6,80,IELTS_Core
campus,校园,noun,ielts_education,6,85,IELTS_Core
certificate,证书,noun,ielts_education,5,85,IELTS_Core
compulsory,强制的,adjective,ielts_education,6,75,IELTS_Core
curriculum,课程,noun,ielts_education,7,75,IELTS_Core
degree,学位,noun,ielts_education,5,90,IELTS_Core
diploma,文凭,noun,ielts_education,6,80,IELTS_Core
discipline,学科,noun,ielts_education,6,80,IELTS_Core
dissertation,论文,noun,ielts_education,8,70,IELTS_Core
doctorate,博士,noun,ielts_education,7,65,IELTS_Core
dropout,退学,noun,ielts_education,6,70,IELTS_Core
elective,选修的,adjective,ielts_education,6,70,IELTS_Core
enroll,注册,verb,ielts_education,6,80,IELTS_Core
enrollment,注册,noun,ielts_education,6,75,IELTS_Core
essay,论文,noun,ielts_education,5,90,IELTS_Core
examination,考试,noun,ielts_education,5,95,IELTS_Core
exam,考试,noun,ielts_education,4,98,IELTS_Core
faculty,院系,noun,ielts_education,6,80,IELTS_Core
fellowship,奖学金,noun,ielts_education,7,65,IELTS_Core
fraternity,兄弟会,noun,ielts_education,7,60,IELTS_Core
freshman,大一新生,noun,ielts_education,6,75,IELTS_Core
grade,成绩,noun,ielts_education,4,90,IELTS_Core
graduation,毕业,noun,ielts_education,6,85,IELTS_Core
grant,助学金,noun,ielts_education,6,75,IELTS_Core
headmaster,校长,noun,ielts_education,6,70,IELTS_Core
honors,荣誉,noun,ielts_education,6,70,IELTS_Core
instructor,讲师,noun,ielts_education,6,80,IELTS_Core
intellect,智力,noun,ielts_education,6,70,IELTS_Core
interdisciplinary,跨学科的,adjective,ielts_education,8,65,IELTS_Core
junior,大三学生,noun,ielts_education,6,75,IELTS_Core
kindergarten,幼儿园,noun,ielts_education,6,75,IELTS_Core
lecture,讲座,noun,ielts_education,5,90,IELTS_Core
lecturer,讲师,noun,ielts_education,6,85,IELTS_Core
literacy,读写能力,noun,ielts_education,6,75,IELTS_Core
major,专业,noun,ielts_education,5,90,IELTS_Core
master,硕士,noun,ielts_education,6,80,IELTS_Core
matriculation,入学,noun,ielts_education,8,60,IELTS_Core
mentor,导师,noun,ielts_education,6,75,IELTS_Core
minor,辅修,noun,ielts_education,6,70,IELTS_Core
module,模块,noun,ielts_education,6,75,IELTS_Core
optional,选修的,adjective,ielts_education,6,75,IELTS_Core
paper,论文,noun,ielts_education,4,90,IELTS_Core
placement,分班,noun,ielts_education,6,70,IELTS_Core
postgraduate,研究生,noun,ielts_education,7,75,IELTS_Core
prerequisite,先决条件,noun,ielts_education,7,70,IELTS_Core
preschool,学前,noun,ielts_education,6,70,IELTS_Core
principal,校长,noun,ielts_education,6,75,IELTS_Core
professor,教授,noun,ielts_education,6,90,IELTS_Core
project,项目,noun,ielts_education,4,95,IELTS_Core
pupil,学生,noun,ielts_education,4,80,IELTS_Core
quiz,小测验,noun,ielts_education,5,80,IELTS_Core
reading,阅读,noun,ielts_education,4,95,IELTS_Core
recitation,背诵,noun,ielts_education,7,60,IELTS_Core
register,注册,verb,ielts_education,5,85,IELTS_Core
registration,注册,noun,ielts_education,6,80,IELTS_Core
scholarship,奖学金,noun,ielts_education,6,85,IELTS_Core
schooling,教育,noun,ielts_education,6,70,IELTS_Core
semester,学期,noun,ielts_education,6,90,IELTS_Core
seminar,研讨会,noun,ielts_education,6,80,IELTS_Core
senior,大四学生,noun,ielts_education,6,75,IELTS_Core
sophomore,大二学生,noun,ielts_education,7,70,IELTS_Core
specialization,专业,noun,ielts_education,7,70,IELTS_Core
specialize,专攻,verb,ielts_education,6,75,IELTS_Core
syllabus,大纲,noun,ielts_education,7,75,IELTS_Core
term,学期,noun,ielts_education,4,90,IELTS_Core
textbook,教科书,noun,ielts_education,5,85,IELTS_Core
thesis,论文,noun,ielts_education,7,80,IELTS_Core
transcript,成绩单,noun,ielts_education,7,70,IELTS_Core
transfer,转学,verb,ielts_education,6,80,IELTS_Core
tuition,学费,noun,ielts_education,6,85,IELTS_Core
tutor,导师,noun,ielts_education,5,80,IELTS_Core
tutorial,辅导课,noun,ielts_education,6,75,IELTS_Core
undergraduate,本科生,noun,ielts_education,7,80,IELTS_Core
university,大学,noun,ielts_education,5,95,IELTS_Core
valedictorian,毕业生代表,noun,ielts_education,9,55,IELTS_Core
vocation,职业,noun,ielts_education,6,70,IELTS_Core
workshop,研讨会,noun,ielts_education,6,80,IELTS_Core
applicant,申请者,noun,ielts_employment,6,80,IELTS_Core
apprentice,学徒,noun,ielts_employment,6,70,IELTS_Core
apprenticeship,学徒期,noun,ielts_employment,7,65,IELTS_Core
bonus,奖金,noun,ielts_employment,5,80,IELTS_Core
compensation,补偿,noun,ielts_employment,6,75,IELTS_Core
cooperate,合作,verb,ielts_employment,5,80,IELTS_Core
cooperation,合作,noun,ielts_employment,5,80,IELTS_Core
corporate,公司的,adjective,ielts_employment,6,80,IELTS_Core
coworker,同事,noun,ielts_employment,5,75,IELTS_Core
dismiss,解雇,verb,ielts_employment,5,75,IELTS_Core
dismissal,解雇,noun,ielts_employment,6,70,IELTS_Core
employ,雇用,verb,ielts_employment,4,90,IELTS_Core
employee,雇员,noun,ielts_employment,4,90,IELTS_Core
